Comment,Polarity_Class,Polarity
প্রেমটা যদি মিস এর সাথে হইতো সেই রোমান্টিক ছিল মিসটা,weaklyPositive,0.59
মিস আমার চেয়ে বড়ভালই তো কোলে নিয়ে চোড় দিতে পারবেহা হা হা,stronglyNegative,-0.98
এই বেহায়ার বাচ্চারা লজ্জা শরম কোন দোকানে কত দরে বিক্রি করেছিস,stronglyNegative,-1.00
জঘন্য আনলিমিটেড,stronglyNegative,-1.00
তেমন ভালো হয়নি,weaklyNegative,-0.60
এই রকম আকাম কুকামের নাটক বানিয়ে জাতিকে কি শিক্ষা দিতাছেনপাগল ছাগলের দল  যদি তদেরকে পাইতাম তাইলে জুতা দিয়া পিঠাইয় তদের ছারা পাঠাইলাইতাম,stronglyNegative,-1.00
কি অসুস্থ মাইন্ডের নাটকরে 🤬,stronglyNegative,-1.00
গুদের নাটক,stronglyNegative,-0.89
কাচা অভিনয়,weaklyNegative,-0.60
মৌসুমি এখন মোটা হয়ে গেছে দেখতে খুব সেক্সি লাগতো,neutral,-0.20
মৌসুমির এই দরনের কিছু করা টিক হয়নি,weaklyNegative,-0.60
কিছু মনে করবেন না কারন এটাতে আমি সাপোর্ট করলাম না এটার নাটক কিন্তু বাস্তব জীবনে এসে যখন এই কাজগুলো করবে তখন একজন একজনকে জীবন থেকে সরে যেতে হবে নাটক বিদায় সম্পর্কটা নষ্ট হয় নাই যদি বাস্তব জীবনে এসে দাঁড়ায় গ্যারান্টি একদিনের বেশি তিন দিনও থাকবে নাক্ষতিগ্রস্ত হবে এরকম ধরনের আচরণ কেউ সহ্য করবে না ধন্যবাদ আপনাদের,weaklyNegative,-0.57
যদি প্রেমিক বা প্রেমিকা থাকে অন্যর সংস্পর্শে না থাকাটাই ভালো,weaklyPositive,0.60
ঠিকই আছে বিয়ের পর ছেলেবন্ধুর সাথে এতো মাখামাখি কিসের,weaklyNegative,-0.60
এক পাগলই সব নিয়ন্ত্রণ করল,stronglyNegative,-0.90
এক চাগল খানকির পোলা নাটক লিখছে আর অবিনয় করছে সব পাগলবোকা চোদা লেখক,stronglyNegative,-1.00
যেই থাপ্পড় দিছে জাহিদ ভাই 😅😅,weaklyNegative,-0.60
কথা কম বলবাকথা বেশি বললে চড় দিয়ে দাত ফালা দিবোইতিমধ্যে চড় দিয়ে দাত ফালা শুরু হয়ে গেছে 😁😁,stronglyNegative,-1.00
সব্বনাশ সত্যি সত্যি তো দাত ফালা দিছেচাপার দাত মনে হচ্ছে,stronglyNegative,-1.00
শুরুতে যতটা আগ্রহ নিয়ে দেখছিলাম শেষ টা ততটাই বিরক্ত লেগেছে ফিনিসিং টা ভাল হয়নি কিছু আজগুবি আর ফাজলামু ঘটনা দিয়ে নাটকটা শেষ করেছে,stronglyNegative,-1.00
কি থাপ্পড়টা দিলো রে ভাই,weaklyNegative,-0.60
মন্ত্রি কি জিনিস বুঝ মন্ত্রি নিয়া রসিকতা করবানা প‍্যাদানি খাবা জাহিদ হাসান,stronglyNegative,-1.00
নাটক এর নাম রাখা উচিৎ ছিল থাপ্রাইয়া দাঁত পালাইয়া দিবো,stronglyNegative,-1.00
ভাই আপনার এত পিছিয়ে কেন এসব নাটক গুলো তো অনেক আগে রিলিজ হয়েছে এবং অনেক ইউটিউবে গুলো দেওয়া হয়েছে আপনারা মাত্র এক বছর আগে দিলেন,weaklyNegative,-0.60
সাউন্ড কম,weaklyNegative,-0.59
বাস্তবতার সাথে বিন্দু পরিমান মিল নাই আজাইরা,stronglyNegative,-1.00
রিয়াজ যে চড় খাইলো ভাইরে ভাই 🙈😬,weaklyNegative,-0.60
যেই চ্যানেলে ডাউনলোড বন্ধ করা আসুন আমরা সেই চ্যানেলকে ডিসলাইক দি,weaklyNegative,-0.60
জাহিদ হাসানের আলগা চুলগোলো সুন্দর না,weaklyNegative,-0.60
নাটকের কাহিনী ও চিত্রনাট্য বাংলাদেশের সাধারণ মধ্যবিত্তের জীবন অবলম্বনে গড়ে উঠেছে এখানে সকল শিল্পীর পোশাকপরিচ্ছদ আচার আচরণ ও অভিনয়ের মাধ্যমে সেই চিরচেনা বাংলাদেশের মধ্যবিত্ত পরিবারের চিত্র খুঁজে পাই কিন্তু এর মধ্যে এক ব্যতিক্রম হলো কেন্দ্রীয় মহিলা চরিত্রে অভিনয় করা মেহজাবিনের পোশাক তার পোশাকের মধ্যে বাংলাদেশের সেই চিরচেনা মধ্যবিত্ত পরিবারের মেয়ের পোশাকের মিল খুজে পাওয়া যায় নাই কারন এখনো পর্যন্ত বেশিরভাগ কলেজ ইউনিভার্সিটির মেয়েরা পোশাকের সাথে ওড়না ব্যাবহার করে,weaklyNegative,-0.57
বালের নাটক একটা শব্দ শুনা যায় না,stronglyNegative,-1.00
সাউন্ড সমস্যা,weaklyNegative,-0.59
সাউন্ড সমস্যা আছে,weaklyNegative,-0.60
শব্দ কি ঠিক আছে শুধু দেখলাম তেমন কিছু শুনতে পাই নি,weaklyNegative,-0.60
কোন ফোকিন্নি এই নাটক এডিট কোরছে বুজলাম না এতো সুন্দর একটা নাটকে এতো সাউন্ড এ সমষ্যা মানে কিছু বলার ভাষা নাই,stronglyPositive,1.00
সাউন্ড কি হয় বাইনচদরা,neutral,-0.20
সাউন্ডের প্রবলেম,weaklyNegative,-0.60
আবালের গুষ্টি,stronglyNegative,-1.00
বিয়াদোপ কাকে বলে ভাসায় বুজাজাছে,neutral,-0.20
বাংলাই আছে সুধু পাগল ছাগল,stronglyNegative,-1.00
বাজে একটা নাটক,stronglyNegative,-1.00
কোন বেটার অপচনদ না দেখলে পারিশ ছবি টা বাজে কমেনট কর,stronglyNegative,-1.00
বাজে নাটক,stronglyNegative,-1.00
বাজে নাটক,stronglyNegative,-1.00
বাজে নাটক,stronglyNegative,-1.00
ফালতু একটা নাটক,stronglyNegative,-1.00
টিপ পড়া হারাম,weaklyNegative,-0.55
সাউন পবলেম,weaklyNegative,-0.48
ভাইটা কেমন গুমরা মুখো একদম আমার ভায়ের মতো,weaklyNegative,-0.56
ভাইয়ের বাবটা বেসি হয়ে গেচেনাইকার ভাইয়ের,stronglyPositive,0.92
ফারাকবির মাগি,stronglyNegative,-1.00
কেটে কেটে দিলেন কি জন্য আগা মাথা কিছুই নাই,weaklyNegative,-0.60
ভাই কেউ নাটক দেখবে না,weaklyNegative,-0.60
নাটক টা ভালো লাগে নাই,weaklyNegative,-0.60
চেট,weaklyNegative,-0.32
বালের নাটক,stronglyNegative,-1.00
কিছু যায়গাতে সাউন্ড পাইনা কেন হালার পুত পুরা না শুনতে পেলে আফলোড দিলি কেন 😊,stronglyNegative,-0.96
লাশ পরবে কনে যেনো 😊,stronglyNegative,-1.00
আবালে নাটক বানাইছে আর পাগলেরা দেখছে,stronglyNegative,-1.00
নাটকের নামকরোন টা সার্থক না,weaklyNegative,-0.60
অনেক সুন্দর একটা নাটক তবে অবশ্যই এড আরো কমিয়ে দেয়ার প্রয়োজন ছিল 😥🔥😥,weaklyPositive,0.51
এরা জাতির বোঝা,stronglyNegative,-1.00
এই নাটক টা দেখে কিছু শিখতে পারি না হুদা কামে ৪০ মিনিট বিপলে গেলো এমনকি কোনো বিনোদন ও পাই না,stronglyNegative,-1.00
বাচ্চা,neutral,-0.17
বিন্দু চরম সেক্সী,stronglyPositive,1.00
মোশারফ একটা ছাগল,stronglyNegative,-1.00
শ্রাবন্তী নিরঘাত এই নাটকে মদ খাইছে,stronglyNegative,-1.00
স্রাবন্তি এমন ভাবে কথা বোলতেছে মনে হয় মদ খেয়ে মাতাল হোয়ে আছে,stronglyNegative,-1.00
গরু কি করে,neutral,-0.20
নাটকটির পুরো অংশ কোথায়,neutral,-0.20
এই ধরনের নাটকেও ডিছলাইক দেয় এরাও কি মানুষ এরা কি ধরনের সিনেমা নাটক দেখতে চায় আমার মনে হয় এরাই সানি লিওনের ছবি হিট বলে প্রচার করে,weaklyNegative,-0.60
নাটকের শেষ টা অনেক কষ্টের নাটক টা দেখতেছিলাম হাসার জন্য কিন্তুু শেষে যে এতো কষ্টো পাবো,stronglyNegative,-1.00
মাগির রাগ হয়ে গেছে,weaklyNegative,-0.44
ব্লাক ডায়মন্ড  হাসান মাসুদ,neutral,0.20
আমি বিয়ে করলে তোর অসুবিধা কি বাপ তোর হাতে বডি কেন,stronglyNegative,-0.91
সাবান শেম্পুৃ ব্যাবহার করে ফেলো ফক্কিনি,weaklyNegative,-0.59
এটা কি কমেডি নাটক বেটা,weaklyNegative,-0.59
এখন বাপরে বাইর কইরা দেয়তোর মত পোলা আমার দরকার নেই,stronglyNegative,-1.00
এই চ্যানেলের আর নাটক দেখব না অতিরিক্ত এডস,stronglyNegative,-0.96
শেষটা এই রকম করা ঠিক হয় নি,weaklyNegative,-0.60
ওরে মা থাম মা,weaklyNegative,-0.57
নাটকের শুরুটা এবং মধ্যেরটাও বেশ ভালো ছিলো কিন্তু শেষের অংশটুকু দেখে মনটা অনেক খারাপ হয়ে গেলোপরিশেষে বলতে পারি যে শেষের দিকে সবার মধ্যে একটা মিলমিশের সমঝোতা রাখলে চমৎকার ভাবে নাটক টি আরও ফুটে উঠতো,weaklyNegative,-0.44
বউ নাই মানুষ কি বলবে,weaklyNegative,-0.59
মাইর ছুইটা গেলে সাইজ একটু বড়ই থাকে,weaklyNegative,-0.60
শেষ ফিনিশিং ভালো হয় নি,weaklyNegative,-0.60
ছি ছি ছি মাইয়া গুলোর শুরিলের পোষাক দেখে তো সাইজ বোঝা যাচ্ছে,stronglyNegative,-1.00
হানিফ সংকেত স্যারের প্রতি অনুরোধ দয়াকরে পোষাকের প্রতি একটু রুচিশীল হবেন,weaklyPositive,0.60
এ বুড়ি আবুল হায়াতের মা ও হয় আবার বৌ,stronglyNegative,-0.86
জেনি আপাকে অনেক পছন্দ করতাম এই ধরনের পোশাক পরবে ভাবতেও অভাক লাগছে,stronglyPositive,1.00
সব ঠিক আছে কিন্তু অশালীন পোশাকের কারণে ঐ মেয়ের চরিত্র সব বরবাদ করে দিয়েছে,stronglyNegative,-1.00
জেনি কে ভালো লাগে তবে হানিফ সংকেত এর নাটকে জেনিকে এমন ভাবে উপস্থাপন করাটা ঠিক হয়নি,weaklyNegative,-0.60
পোশাক খুব বাজে,stronglyNegative,-1.00
নাটকটি অসাধারণ কিন্ত মানুষ জখন আগের জমানা ছেরে জখন মডানে আসলো তখন থেকেই পৃথিবীতে অশান্তি নেমে আসলো জেমন জান্নাত ছেরে জাহান্নামের রাচতায় চলে আসলো,stronglyNegative,-0.97
এই নাটক থেকে ডিজে পাগল পোলাপান কিছু শিখতে পারে,stronglyNegative,-1.00
এতো বাজে অভিনয় করে বলে মিলনের চলচ্চিত্রজগত কপাল থেকে চলে গিয়েছিলো বাজে অভিনেতা,stronglyNegative,-1.00
তিন্নী পাবনা প্রভা বাংলা নাটক ধ্বংসের পথে নিয়ে গেছে,stronglyNegative,-1.00
জেনির দুধগুলো যেমন দেখায়তে চাইছিলো তেমনই দেখা যাচ্ছে,neutral,0.19
কি যেন নাম মেয়েটার স্ক্রিনেই ওর দিকে তাকানো যাচ্ছেনা ওখানে যারা ছিল তারা এই বিশালদেহী কে কিভাবে সহ্য করেছে🤔,stronglyNegative,-1.00
জেনীর দুধ আর পাচা তো বেশ ভালোই বড় হইছে,stronglyPositive,0.97
তুই বিয়ে করবিনা তোর বাপ বিয়ে করবে,stronglyNegative,-1.00
পোশাকটা শালীনতা থাকলে বাচ্চাদেরকে নাটকটি দেখানো যেত নাটকটির শিক্ষামূলক ছিল,weaklyPositive,0.60
সব সোনা পিতল হয়ে গেল পোশাকটির জন্য জনাব হানিফ সংকেতের কাছে এগুলো আশা করি নাই,stronglyNegative,-1.00
জেনি কে অষ্ট্রেলিয়াল গাই এর মতন দেখাইছে,neutral,-0.20
সংকেত স্যার নায়িকার হেড লাইট ঢাকা উচিত ছিল,neutral,-0.20
নাইকা দেখি অস্টলিয়ান গাভি,neutral,-0.20
সব নাটক কি একই রুমে আর একই সোফা এক টি টেবিল এক পর্দা,neutral,-0.20
হানিফ সংকেতের নাটকে এমন বাজে ড্রেস মানায় না দুঃখ জনক,stronglyNegative,-1.00
নিচে নাটক,neutral,-0.20
এটা একটা গরু চুদা নাটক সব ফালতু,stronglyNegative,-1.00
ভোদার নাটক মাতাল খোরের নাটক,stronglyNegative,-1.00
ওয়াজ তো নয়,weaklyNegative,-0.60
আজ তো পুরো দুনিয়া টায় এই রকম অশৃল আর বিবেকহীন,stronglyNegative,-1.00
আমার কাছে সব গেলি মাগেরমত লাগে আছলি মাগে,stronglyNegative,-1.00
নাটক এর পরিচালক এক টা খানকির বাচ্ছা,stronglyNegative,-1.00
ওরে এরা তো সবাই খানকি,stronglyNegative,-1.00
ওকে খানকির মতো ই লাগছে,weaklyNegative,-0.56
ঔই দুইটা মাগি আর এক মাগি সগ দিচে,stronglyNegative,-1.00
বেশী শিক্ষিত হলে এরকম অসুস্থ চিন্তা আসে মানুষের মধ্যেদেশে এত মানুষ শিক্ষিত করে কোন লাভ নেই যদি না সুস্থ বিবেকবান মানুষ গড়ে তোলা যায়আর ইংরেজী বললেই শিক্ষিত ও স্মার্ট বুঝায়নাএগুলাই হল শিক্ষিত অমানুষ,stronglyNegative,-1.00
সব ত মাগি মাগি মাগি সোনামারানি,stronglyNegative,-1.00
নাটক টা জা হইচেআমার কাছে মনে হয় সব গুলা মাগি মাগির মতো লাগে,stronglyNegative,-1.00
দীপু হাজরা তোর মা বোদার নাটক বানাইচো এই তোর মিল হইছে,stronglyNegative,-1.00
এই নাটকের পরিচালক কোন শালা,stronglyNegative,-1.00
ফালতু নাটক,stronglyNegative,-1.00
ঠিক কাজে মেয়েদের এমেন হয়,weaklyNegative,-0.60
বালের নাটক,stronglyNegative,-1.00
এরকম কুলাংগার সনতান যেন কোন ঘরে না জনমায়,stronglyNegative,-1.00
সামি তালাক দিছে বলে কি হইছে আমরা আছি না,weaklyNegative,-0.60
আধুনিক বউ সৎ সংগে সর্গ বাস অসৎ সংগে সর্বনাশ,stronglyNegative,-1.00
নাটক তার ছেলের একটু করে দুরবল করে দেখাতে জুদি,weaklyNegative,-0.59
এত খাটো নায়কা,stronglyNegative,-1.00
আগের দিনের নাটকের কথাবার্তা গুলো খুভি সুন্দর ছিল আর এখন গুলো খুভি নিম্নমানের,stronglyNegative,-1.00
বেচারা নোবেল আর যাই হোক অভিনয় জানতো না,weaklyNegative,-0.60
আমার স্বামী ও বন্ধুদের ফান্দে পরে আমার সাথে খারাপ ব্যবহার করে ☹☹☹,weaklyNegative,-0.60
ফালতু নাটক,stronglyNegative,-1.00
যদি কোন মেয়ে সেক্স ভিডিও দেখতে চায় আমার ইমুতে যোগাযোগ করো,neutral,-0.20
মুরগি চোর কবিরকে জুতা নিক্ষেপ করবো,stronglyNegative,-1.00
টিক আছে জেমন কুকুর তেমন মুগুর,weaklyNegative,-0.60
সোজা আঙ্গুলে ঘি ওঠেনা আঙুল একটু ভ্যাকা করলে সব ঠিক,weaklyNegative,-0.60
এগুলো কোন নাটক এর ভিতরে পরে এরকম নাটক না দেখাই ভালো তিশা আপু তোমাকে মানায় না এই ভাই সাথে,weaklyNegative,-0.44
পালতু,weaklyNegative,-0.54
পরিচালক ভাই কে সম্মান রেখে বলছি বাংলা ভাষার জন্য ৫২ ৭১ আমার যুদ্ধ করেছিলাম কিন্তু এখন মনে হচ্ছে ভুল করছি বাংলা আমরা কথা বলতে কষ্ট হয় ধরেন আপনার নাটকটা কথা এখানে ও ইংলিশ একটা গান এখানে কি একটা বাংলা গান দেওয়া যেত না,weaklyNegative,-0.60
এ্যানি মোটা হয়ে গেছে,weaklyNegative,-0.60
পোশাক পরিচয় বহন করে না,weaklyNegative,-0.60
কিছু শেখার আছে এই নাটকে বিসেস করে ঢাকার পোলা পানের কারন ওদের ভাসা খুব খারাপ,stronglyNegative,-1.00
এখন সব দোষ ছেলেটার মেয়েটা কি দোষী নয় মেয়েটা একটা লোভী,stronglyNegative,-1.00
মেয়ে চাইলে সবি পাবে,weaklyPositive,0.60
পরিচালক কে নতুন মূখ দিয়ে নাটক বানাতে হবে নিশু ভাই ঠিক আছে নায়িকা বদলাতে হবে,weaklyPositive,0.59
নাটকে সবসময় এই ফালতু মিউজিক কেন বুঝিনা,stronglyNegative,-1.00
নিশো ভাইয়ের খুব ভালো ভক্ত আমি কিন্তু এমন চরিত্রে অভিনয়টা বেশি ভালো লাগে নি,weaklyNegative,-0.60
এ কেমন বৌ,weaklyNegative,-0.60
পাগলের প্রলাপ,stronglyNegative,-1.00
এই কি সব অভিনয় কোনু কিছু না,weaklyNegative,-0.60
এতো কেয়ারিং ভালো না,weaklyNegative,-0.60
হায়রে আবেগের কল্পনা কোন দিন বাস্তব হয় না হলেও টিকেনা বা স্তায়ি হয় না তা খুবই কম,stronglyNegative,-1.00
নাটকটা সুন্দর তবে ভার্সিটির ছাত্র কী এই রকম হয়,neutral,-0.17
আরে আমাদের অপুর্ব নাকি হিরো আলম,stronglyNegative,-1.00
ভালো নাটক বেশি লেখার সময় নাই,weaklyNegative,-0.60
আরে মাতবর প্রেমিকা বিয়ের আগেই এতো ধমক বিয়ের পর এই ছেলের জীবন নাশ করে দিবে,stronglyNegative,-1.00
বউয়ের এতো মাতবরি স্বামীকে বলদ বানিয়ে দিয়েছে নাট্যকার,stronglyNegative,-1.00
কোন প্রবাসী এভাবে সফরে যায় না,weaklyNegative,-0.59
এতো রসের একটা শালিকা থাকলে আর কিছুই লাগে না অসাধারণ,stronglyPositive,1.00
সামিম জামান পাবনার মাল,neutral,-0.20
নাটক টা ভালো লাগলো কিন্তু কখন কন প্রবাসীরা দেশে আসেনা শুধু ওমরা বা হজ্জ করে আসতে এই পোশাক টা পড়ে,weaklyPositive,0.48
অবাস্তব নাটক,weaklyNegative,-0.57
বিদেশ থেকে গেলে কি এই পোসাক পরে নাকি,neutral,-0.20
নাটক টা তে এত শব্দ কিছু বোঝই যায় না,weaklyNegative,-0.60
পুরা নটকেই শব্দ দেয়া হয়ছে 👎👎👎 শব্দ না দিলে ভালো হতো 👎,weaklyNegative,-0.60
থাম্বনেল দেখে বুঝার উপায় নেই যে তারা দুইজন প্রেমিক প্রেমিকামনে হচ্ছে যেনো বাবা আর মেয়েকি আমি ভুল বলেছি,weaklyNegative,-0.60
শেখার বিষয় টা হলো যে যখন অপূর্ব চাকরি করতো না তখন নায়িকা তাকে সহ্য করতে পারতো না চাকরি পেলো নায়িকাও পটে গেলো বিয়ের প্রস্তাব নায়িকা নিজেই দিলো চাকরি নাহলে টাকা একটা লাগবেই ভাই,weaklyNegative,-0.58
মুখ থেকে ফালানো মিষ্টি আবার ফ্রিজে রেখে দিলো কিভাবে ছি,weaklyNegative,-0.60
ছেলেটা যদি বখাটে হইতো অথবা বেকার হইতো তাহলে মুদ্রার অন্য পিঠ দেখা জাইতো যাই হোক আসলে সাজানো বাগানে সবাই পানি দিতে পারে কিন্তু অগুছালো বাগান টা সবাই গুছাইতে পারে না,weaklyNegative,-0.60
দিনশেষে টাকাওয়ালাই লুফে নিল মেয়েটিকে ছেলেটি বেকার হলে কাহিনী অন্যদিকে মোড় নিতএটাই বাস্তবতা,weaklyNegative,-0.60
লোভী মেয়েরা,stronglyNegative,-1.00
বেতন ৬৫ হাজার শুনেই হিরোইন পটে গেসে,weaklyNegative,-0.60
খুব সুন্দর হয়েছে টাকা মানুষ কে সব কিছু করতে পারে,stronglyPositive,1.00
নাটক টি খুব সুন্দর হয়েছে তবে মায়ের চরিত্রে অভিনয় করেছেন যেই মহিলা আসলেই অনেক খারাপ চরিত্রের অভিনয় করেছেন আর যখন পরে কেঁদেছিল তখন মনে চাইছিল থাবরাতে,stronglyNegative,-0.99
নাটকটা অনেক ভালো কিন্তু আরেকটো বড় হলে ভালো আরো ভালো হতো,weaklyPositive,0.60
টাকাগুলা দিয়েছে বলেই ভাই বলে মেনে নিয়েছে না হলে আর ভাই হতো না সব কিছুই হেরে যায় টাকার কাছে শুধু ভালোবাসা ছাড়া,stronglyNegative,-0.89
নাটকের মেয়ে গুলো দেখলে আমার বিয়ে করতে ইচ্ছে হয়,weaklyPositive,0.52
একটা কথা আছে টাকা হলে মানুষ সবি মেনে নেয় আগে চিনাই টাকার কথা শুনে এখন মেনে নিল,weaklyNegative,-0.59
হাহাহাআমি প্রথম ভাবছিলাম নাটক এর নাম সুনার বাল হাহাহা পরে দেখি সুনার বালামানে আকার আছে,weaklyNegative,-0.56
সোনাবাবু বাচ্ছা বাবা এসব কি ডায়ালগ,neutral,-0.20
‌তিশা‌কে কেন সব সময় বুইড়া‌দের বিপরী‌তে সি‌লেক্ট করা হয়,weaklyNegative,-0.60
মাহফুজ আহমেদের বোঝা উচিৎ প্রতিদিন অসংখ্য বাংলাদেশের মানুষ  ইউটিউবে সার্চ দেয় তার নাটক দেখার জন্য এবং ফলাফল বারবার হতাশ,stronglyNegative,-1.00
দাও লুংগি টা খুলো 😂😂🤣,neutral,-0.20
শেষটা ভাল হয়নি,weaklyNegative,-0.60
বাজে একটা নাটক,stronglyNegative,-1.00
মাহফুজ ভাই মোটা হয়ে গেছে,weaklyNegative,-0.60
ভাই উনি কি শুধু মাটি খান সিমেন্ট খান না,weaklyNegative,-0.60
আসলে মেয়েটার লজ্জা সরম কিচ্ছু নাই চি চি,stronglyNegative,-1.00
নাকের মধ্যে তুলা দিল কে এত লোকজন ক্যান,stronglyNegative,-0.82
অতি চালাকের গলায় দড়ি,weaklyNegative,-0.52
বর্তমানে নাটকে ন্যাকামি আর অশ্লীললাতায় ভরপুর,stronglyNegative,-1.00
নাকের মধ্যে তুলা দিলে কে এতো লোকজন ক্যা,neutral,-0.18
আসলে মেয়েটার লজ্জা শরম বলতে কিছু নাই 😊😊😊,stronglyNegative,-0.96
অনন্যার দাত সুন্দর না,weaklyNegative,-0.60
এই নাটকটি আবার নতুন করে আপলোড দিন ভালো কোয়ালিটি সহকারে,weaklyPositive,0.60
হানিফ সংকেত তার নাটকে ইত্যাদির ছায়া থেকে বের করলেন না কখনোই,weaklyNegative,-0.60
মাঝে মাঝে সাউন্ড কোথায় যায়,neutral,-0.20
মাঝে মাঝে জবান বন্ধ হয়ে যায়,weaklyNegative,-0.60
আসলে ই ভালোবাসা ই হলো আসল সম্পদ টাকার ও অবশ্যই প্রয়োজন কিন্তু ভালোবাসা না থাকলে জীবন টা ই বৃথা খুব সুন্দর মেসেজ 🤩🤩 সঙ্গে অপূর্ব আর তানজিন দুজনের জুটির অসাধারণ অভিনয় 👌👌👌 শূধু একটু সাউন্ড প্রবলেম অনেক শুভেচ্ছা জানাই পশ্চিম বঙ্গ থেকে 💐💐💐,stronglyPositive,1.00
সালা মাঝে মাঝে কথা বুঝা যায়,weaklyNegative,-0.60
এটা কেমন চ‍্যানেল মাঝে মাঝেই সাউন্ড বন্ধ হয়ে যায়,weaklyNegative,-0.60
আজ কাল্কার মানুষ বিয়ে করতে চায় না কিন্তু জিনা করতে অনেক,stronglyNegative,-1.00
সাউন্ড কই মান্দারী,weaklyNegative,-0.52
কলকাতা থেকে অপূর্ব র অনেক নাটক দেখেছি এত জঘন্য নাটক আগে দেখিনি আর অভিনেত্রী র অভিনয়ে কোনো প্রাণ নেই,stronglyNegative,-1.00
পাএ রেডি,stronglyPositive,0.93
নাটক টাতে কথা নাই,weaklyNegative,-0.48
ঘটক মনে হয় বিস্কিটের সাথে সাউন্ড খেয়ে পেলেছে,neutral,-0.20
নয় অভিনয়,weaklyNegative,-0.59
আপায় বিয়া পাগলা,stronglyNegative,-1.00
খারাপ কিচু বলতে চাই না দয়া করে সাউন্ড ঠিক করে নাটক লোড করবেন,weaklyNegative,-0.58
কালো ছেলেরা মানুষ না,weaklyNegative,-0.60
সাউন্ডের সমস্যা,weaklyNegative,-0.60
এখন কার মেয়েরা টাকার জন্যে বুড়ো চাচার মতো পুরুষ কে বিয়ে করে,stronglyNegative,-1.00
বিয়ার বেরা অটছে,stronglyNegative,-1.00
নাটক টা খুবই ভালো লাগলো তবে সাউন্ড মাঝেমধ্যে কমে যাওয়াতে গালি দিতে মন চাইছে,weaklyNegative,-0.44
খুব খারাপ লাগলো তিশা তোমাকে এভাবে দেখবো ভাবিনি,stronglyNegative,-1.00
বাজে সাউন্ড সেটিংনতুন করে আপলোড করা উচিত ছিল,weaklyNegative,-0.59
কিছু কিছু মেয়েরা শুধু টাকা ই চাই স্বামী যেমন হোক,weaklyNegative,-0.60
মেয়েরা টাকা ছারা আর কিছু বোঝে না,weaklyNegative,-0.50
ফালতু,stronglyNegative,-1.00
নাটকটি আমার মাথার উপর দিয়ে গেছে,weaklyNegative,-0.59
ফালতু নাটক,stronglyNegative,-1.00
ফালতু  যতোসব কাহিনি ঘোরার ডিম,stronglyNegative,-1.00
শেষটা মিল হয় নাই,weaklyNegative,-0.60
নাটকের এপাশ ওপাশ কিছুই বুঝলাম না,weaklyNegative,-0.60
ঠোঁটে লাল রং টি না দিলে ভালো হত,weaklyNegative,-0.59
নাটকের শেষের অংশটা ভালো লাগলো না খুবই কষ্ট পেলাম,stronglyNegative,-1.00
এক্কেবারে ফালতু নাটক টাইম ওয়েস্ট,stronglyNegative,-1.00
অপূর্ব ভাই যে এমন একটা ইনকমপিল্ট এবং অলৌকিক নাটকের কাহিনীতে অভিনয় করবে সেটা আমরা আশা করি নাই সবগুলো নাটকের অভিনয় আপনার দ্বারাই অনেক ভাল হয় কিন্তু এই নাটকটায় একি করলেন অলৌকিক কাহিনীতে অভিনয় করলেন,stronglyPositive,1.00
ফালতু কাহিনী,stronglyNegative,-1.00
ফালতু,stronglyNegative,-1.00
এটা নাটক না আর কিছু কাহিনী নেই অপুর্ব আপনার অনেক নাটক দেখেছি এই রকম কাহিনী ছাড়া নাটক দেখিনি কোনোদিন এরকম নাটক করলে দেখব না,stronglyNegative,-0.99
এই নাটকে সবার চরিত্র এক রকম,neutral,-0.20
বেশি ভাগ মেয়েরাই জামাই পাগলা,stronglyNegative,-0.90
বালের নাটক দেখে জামাই শুটিয়ে লাল করে দিল,stronglyNegative,-1.00
ফালতু নাটক 😤😤😤😤,stronglyNegative,-1.00
নাটক দেখেও হর্নি হয়ে যাইরে ভাই কি নাটক বানাইলো,weaklyNegative,-0.60
আওয়াজটা অনেক কম,stronglyNegative,-0.97
নাটকের নামে পরকীয়া চর্চা,stronglyNegative,-1.00
সাউন্ড এতো ছোটো কেনো,neutral,-0.15
চরিত্রহীন নাটক,stronglyNegative,-1.00
সব কয়টার কেরেক্টারলেস,stronglyNegative,-1.00
সালাউদ্দীন লাভলুর নাটক মানে লুইচ্চামির নাটক,stronglyNegative,-1.00
সালাউদ্দিন লাভলুর কি মাথা নষ্ট হয়ে গেল,weaklyNegative,-0.59
এই নাটকটা  লাঠিয়াল গ্রামেরের৷ লিয়াকত৷ শিকদারের বাড়ি,neutral,-0.20
পতিতার মেলা দেখতে আছি রে,stronglyNegative,-1.00
বেহায়াপনা নাটক,stronglyNegative,-1.00
চুটকী একটা মাগী,stronglyNegative,-1.00
আচোদা একটা নাটক,weaklyNegative,-0.55
চুটকি এই মহিলাটা কোথায় পেয়েছেন একবারে বাজে চেহেরা এত সুন্দর একটা নাটক সব মোটা মোটি ঠিক আছেে কিন্ত এই চুটকি মহিলাটা নাটকটা এক বারে বাজে,stronglyNegative,-1.00
এটা শুধু কাহিনী পরকীয়া নাটক,stronglyNegative,-0.99
পরকীয়া দিয়া নতুন নাটক বানাল,weaklyNegative,-0.60
নাটকটা ইন্ডিয়ার জিবাংলা মত হয়ে গেছে সাবধান,stronglyNegative,-0.91
নাটকের সাউন্ড টা বুঝা গেল না,weaklyNegative,-0.60
