Comment,Label
"??? ??? ??????????? ????, ??????? ?? ???? ?? ??? ???? ??????? ???????? ???????? ???? ??????? ???? ????? ??? ??? ?????, ???? ???? ?????? '???? ??????? ???????' ???????? ?? ????????????? ????? ???? ???? ????? ??? ?????, ????? ?????????????? ????? ???? ???? ???? ???? ??????????? ? ?????????? ???????? ??????????? ??????? ????? ?????? ?? ???? ?????, ???? ?? ??? ??????? ???? ??????? ???? ????? ?? ?????????????? ?????? ??????? ???? ???????? ?? ???? ???????? ????? ????? ??????? ??? ???? ??????? ??? '??????????' ????? ????????? ??????? ????? ?? ??? ????? ????????????? ??? ?????, ??? ??? ???? ??? ???? ??? ?? ?? ????? ???? ??, ??? ???? ??? ????? ?????????? ???????? ???? ???????? ??????? ?????? ???????? ???? ???? ????????? ????? ?????????? ?????? ???? ????????? ???????????????? ?????? ?? ??? ????????? ?????????????? ????????? ?????? ??? ??????? ?????? ???? ?????? ????? ?????? ??? ?? ????? ??'?? ??????? ?????? ???????? ???? ??? ??? ???? ????? ????? ???? ???????? ???????? ?????, ????? ?? ???????? ??? ???????, ???? ????? ????? ????? ?????? ????????? ?? ????? ??????? ??? ????? ???? ?????? ???, ?? ??? ????? ??? ??? ??? ???, ?? ???? ????? ?????? ??????????? ??????? ???? ????? ????? ?? ??????? ?????? ????? ???? ???? ????? ??? ?????? ????? ???? ????? ????? ??????? ??????????? ?????? ??? ?????, ???? ?? ???? ???? ???? ??? ??????? ????? ?? ???????, ?????? ? ????????? ????? ??? ???? ????? ?? ????????????? ???? ???????? ?????? ????? ??? ??? ????? ???? ???? ???? ?? ?? ????, ???? ????? ????? ?? ?????? ???? ??? ?????? ?????? ?? ????? ?????? ????? ??????????? ???? ??? ????????",0
????? ?????? ?????? ???? ?? ????,0
??????? ??? ????? ?????? ??? ?????? ?????? ???? ??!???? ???? ?? ??% ???? ????? ???? ?? ?????? ??? ?? ??? ???? ???? ??? ???? ??? ???? ?????? ?????? ????? ?? ??% ???? ?????? ??? ???? ??? ???? ????? ???? ??????? ???? ?? ???? ?? ???????? ?????????? ??? ????? ????? ???!,0
"????? ,??? ???????? ?????? ?",1
????????????? ?????????? ??? ?????? ????? ??? ???,0
?????? ???? ???????? ????? ?? ???? ????????????? ????? ???? ??????? ???? ??????? ?? ?????? ???? ???? ?????? ? ????? ???? ?????,1
???? ??????? ??? ????? ???????? ???? ????,1
"???? ????????,??? ?????? ?? ???? ???? ? ??? ?????",1
?? ?? ???????! ???? ???? ???? ??????? ????????? ?????? ????? ???!?,0
?????? ???????? ??? ????? ???? ???????? ????? ??? ??????? ?????? ??????? ????? ?? ???????? ???? ??????? ???? ???????? ??? ???? ?????? ??? ??????? ????? ??????,0
??? ?????? ??? ??? ???? ??? ????? ???? ??? ...,1
??? ????????? ???? ???? ?????? ????? ??? ??? ??????? ????..,1
"?? ?? ????? ?????,?? ??? ?? ?????,?? ???? ???? ??? ???",1
??? ? ???? ????? ?? ?? ???? ????? ???? ??? ???? ???,0
????? ???????? ???? ???? ???? ????? ?????? ????? ????? ?????? ???????? ??? ???? ???? ??????? ????? ?????? ?? ????? ????????? ??? ??? ?? ???? ????? ??? ??????? ????? ?????,0
?????,0
?? ??? ?,1
???????? ?? ???? ???? ???? ????,0
????? ?????,0
"??? ????? ????? ?????????? ???? ???? ??? ???? ??? ?????? ??? ??? ?????? ?????? ???,????? ???? ?????? ?? ????????? ?????? ?? ?? ??? ???????? ????? ??? ???? ????,?????? ??????? ?????? ?????",0
????? ??????..??????? ??? ???????,1
"????? ????? ???? ???? ????????????? ?????? ????? ?? ????? ????? ?? ????? ????? ??!!???? ?????? ???????????? ????? ???????? ???? ?????? ????? ???? ????? ????????? ???? ?????? ?? ????? ???? ?????? ???? ????? ????? ??? ????? ?? ????? ???????????:- ????? ?? ???? ?????? ???? ??????? ?? ??????? ???????? ??? ????? ????? ???? ????? ???? ?????? ???????? ??? ??? ??? ???? ????????? ??????? ????????? ????????????? ?????????? ????? ?? ??? ???? ??,,??? ???? ???? ???? ????? ???? ??? ????? ????? ??? ???? ????? ?? ???? ??????? ??? ????? ?? ??? ???? ???? ?? ?????? ???? ????? ????? ???? ??????? ????? ????? ???? ???? ??????? ???? ???? ?????? ??????? ????? ???? ????? ?????? ???? ????? ?? ???? ???? ???????????? ??? ???? ? ????? ????? ???????? ?? ????? ??????? ????? ???? ?????? ???? ???? ??????? ???? ??????? ?? ??? ??????,,???? ????? ?? ?????? ???? ??? ???? ???????? ?? ??? ??? ???? ???? ????? ????????? ????????????? ?????? ????? ???? ??? ??? ? ????? ???????? ?? ????? ????? ??????? ??????",0
"????? ???? ???? ??????? ??????? ????????, ?? ???? ??? ???? ????? ????? ??? ???? ??????? ????? ???? ????? ?? ???????? ???? ????? ??????keep it up sir..???? ???? ???? ????? ?? ??????? ????? ?????? ??? ????? ?????? ???? ?????????? ?????? ?? ???? ???????? ????????",1
?????? ??? ??? ??? ???? ?? ?????? ??? ??? ????? ?? ???????? ???? ????? ???????? ??? ??????????? ?? ????? ?? ???? ?? ??? ?????? ???? ?????? ?? ????? ???????? ??????????? ???? ?????,0
"?????, ???? ????? ??? ????????",1
????? ???? ???? ??? ???? ????? ?????? ??? ?????? ??? ??? ??????? ????? ?????????? ???? ?? ?????? ??? ?????? ???? ????????? ?? ??? ???? ????????? ???? ????? ??? ??? ????? ????? ??? ???????? ?? ????? ?? ???????? ????????? ??? ??? ???? ? ???? ??? ??? ?????? ??????? ??????,0
????? ?????? ?????? ??? ???? ??? ??? ????? ???? ???,0
"??????????? ???? ????? ???? ??????? ??????? ????????? ?????????-??????? ?? ????? ????? ?????? ??????? ???? ????? ????? ????????? ????? ?????? ?????? ???????? ??? ????? ????? ??????? ????????-???????? ????? ????? ??? ???????????? ????? ???????? ???? ?????? ???? ????????? ??? ??? ???? ???? ???? ???? ????????? ?????? ????????? ????? ??? ????? ?????????? ????? ??????? ???????? ???? ???? ???? ?????? ??????? ???? ???????-????? ??? ????? ???????? ?? ????? ????? ?????? ?????? ????????????? ??? ?????? ????, ???? ???? ?????? ????????? ?????? ??????????? ??????? ??????? ???? ?????? ?????? ?????? ???? ?? ??? ???????? ???? ??? ?????????-?????? ??? ????? ?????? ???????-??????? ????????? ????? ?????? ????????????? ?????????? ???? ???? ???? ??? ??? ?? ???? ????? ??? ??? ??? ??? ?? ?????? ???? ?? ?? ???? ????? ? ?? ???? ??????? ?????????? ??????? ????? ??? ????? ???????? ????? ???? ??? ???? ??????? ??????? ??????? ???? ???? ??????? ??? ??? ????? ????? ??????? ???? ??????? ?????? ?????????? ??? ??? ?????? ??????? ?????? ??? ?????? ???? ???? ?? ?????????? ???????? ??? ?????? ????? ????? ??? ???? ???? ???????? ??? ???? ?? ??? ??????? ??? ????? ???? ???? ????? ???? ??? ??? ???? ???? ???? ????? ????? ?????? ?????? ???? ??????? ?????? ????????? ???????,??????, ??????? ?????, ????? ?????? ????? ??? ?????? ????? ???? ????? ???? ???? ???? ???? ???? ???? ?? ??? ???? ???-????? ??? ??????,?????? ??????? ???-????? ??? ???? ?????? ??? ??? ?????? ??????? ???? ??????? ???? ????,?????? ??????? ????? ????? ?????????? ???? ???? ???",0
???? ???????????? ???,1
???????? ??????? ???? ???? ???? ??? ??????? ??? ?????? ??? ????? ??? ???? ????? ?????? ????? ?????? ?????? ?????? ???????? ??? ??? ?????? ??? ????? ??? ???? ???? ????? ?,1
"?????? ??????, ????? ???????? ???????? ??? ???? (?????? ?????) ???????? ?? ???? ?????? ??????! ?????????? ?? ?? ???? ?????? ??????! ????, ???? ??????????????? ???? ??? ?????? ???? ??, ?? ???? ??????? ???? ???? ?????? ???? ??, ????????? ?? ???? ????? ????? ???? ???? ??????? ????? ????, ?????? ????????? ???? ??? ???? ?????? ???? ??, ????? ?? ???? ????? ???? ??? ??? ?????? ????, ?????? ? ???? ???? ???? ?????? ???,?? ???? ?? ?? ???? ??????? ???? ???? ??????? ??? ??? ???? ???? ??%??? ???? ?? ?? ???? ??????? ???? ??%????? ???, ???? ?????????????? ???????????? ???? ????? ??%? ?? ????? ???? ???? ??????? ??? ??? ???? ???? ???? ???? ????? ??? ??? ??????? ????, ?? ???? ???????? ?? ????? ??? ???? ?? ????? ??????? ???? ??????? ??????? ????????? ??? ?????, ???? ????? ???? ?? Eligible ? ??? ???? ????? ?????????? ???? ???? ????? ????? ???? ????? ????? ? ????? ???? ???? Eligible ??? ???? ?????? ????? ????????? ???? ????? ????? ???? ???????????? ????? ??? ???? ????? ????, ???? ??????? ????? ???????????? ????? ??????,????? ??? ????????? ?? ???? ???? ???? ??????????????? ?????? ???? ?? ?? ???? ??????? ????? #????_??????? ?????? ????? ???? ???? ???? ?????? ??????? ????? ???????: ????? ????????... ???? ??????? ??.?? ?????, ???? ??????? ??.?? ????? ??? ??????? ???? ??????? ??.?? ????? ??????? ?????? ??????? ?????? ??????? ??? ???? ??% ??-??????? ?????? ?????????????? ?????? ????? ????????? ?? ?????? ???? ??????? ???? ?? ???? ??? ?????????? ????? ????? ???? ??????? ???? ???? ?? ???????? ???? ????????? ????????? ??????? ????????? ?????? ???? ?? #???????? ????????? ????? ? ????????: ???????????? ????=??% ( ?????? ? ??? ) ?????????? ???? =?% ( ?????? ?? ??? ?? ????? )?????? ???? =?% (?????? ?? ??? ?? ????? )???? ???? =??% (?????? ? ???? ?? ??? ) ???? ???? =??% ( ?????? ?????? ????? ?????? ?? ????? ????????? ???? ) ??? ???? =??% ( ??? ?????? ? ???? ) ????? ??? ???????... ""? ???? ??????? ???? ???? ??%"" ""? ???? ??????? ???? ???? ??%"" ???????? ???? ???? ? ???? ???? ???????? ????? ?????????? ????? ???????? ??? ???? ????? ????? ??????? ????? ?? ?????? ???? ???? ???? ???? ???? ??+??+??=?? ????? ??????? ???? ??+?+?=?? ????? ???????? ?? ??% ?????? ??? ?????? ????? ???????? ?????? ?? ???? ??????????? ???????? ????? ????????????? ????? ???? ????? ?????? ?????? ??? ??????? ????? ??, ????????? ???? ???? ????? ?????? ????????? ????? ?????? ????? ???? ???? ??? ???? ??? ???????????? ???? ???? ???? ????, ????? ????????? ?????? ????? ????... ""??.??% ??????? ???? ???? ??%"" ""?.??% ??????? ???? ???? ??%"" ???? ???? ??? ?????? ??????? ???? ????????? ???? ???? ???? ?????? ??? ???? ????? ????????? ???? ???????? ???? ???? ?????, ?????? ???? ???? ???? ???? ??? ??????? ?????? ???, ???? ?????????? ??????? #????????????_????=??% ( ?????? ? ??? ) ??? ????? ???? ??? ???????????? ????? ?????? ??? ????? ?? ???? ??????????? ??????? ?????? ?? ????? ?? ???? ???????????? 2 ??? ???? ? ?? ??? ?????? ??? ????? ???????? ?????? ?? ??? ??? ???????? ???????????? (???? ?????) ?????? 3 ?? ??? ???? ?? ???? ??? ?? ??? ???? ??? 1.5 ??? ????? ????? ????? ????? ???? ???? ?????? ??????? 99% ???????? ????????",0
??. ???? ?????,0
"???? ????? ???? ?????? ???? ??????? ??? ?????? ?? ????????????? ???-??? ???? ??????? ??????-????? ???????? ??? ???? ????? ???????? ??? ???? ???? ????? ??? ???? ?? ????? ???????? ????? ?? ????? ???? ????? ???? ??? ‘???’ ?? ‘???????’? ??? ??? ?? ?????? “??? ??????, ??? ????????”",0
??? ???? ?? ??????? ??????,0
???? ??????? ?????? ???? ???? ??????? ????? ???? ?????? ?? ?????? ???????? ???? ??????? ??? ?????? ??????????? ????? ??????? ???? ?? ???????? ????? ??? ???? ??? ????? ??? ????? ???? ????? ???? ???? ?????? ????? ?? ???? ?? ????? ????? ???? ???? ???????,0
??? ??? ???? ???? ?????? ??? ?? ??? ???? ????? ????,0
"?????? ??? ???? ???? ??? ???? ????? ??,?????? ????? ?? ????????? ???? ?? ??????",0
????? ??? ????? ??? ???? ??? ??? ????,0
??? ???????????? ???????? ?????????????? ???? ????? ??? ??? ??? ????? ??????????? ????? ????? ???? ????? ??? ????????????? ?? ????? ??? ?????? ????? ???? ????? ??????? ???????? ???? ?????? ????? ??? ??? ??? ??? ?????? ???? ???? ???? ????? ???? ????? ??????? ??? ???? ?????? ??? ???? ??? ???? ?????? ?????? ????? ??? ???? ???? ?? ?????? ????? ????? ???? ??? ???????? ???? ???????? ???? ????? ??????? ?? ???????????? ?????? ???????? ??? ????? ??? ??? ???? ??? ??? ????? ?????? ???? ???????? ??? ?????? ???? ???? ???? ???????????????? ????????? ????? ????,0
????? ???? ??????? ????? ??? ???? (??? ???????)?????? ????? ???? ???????...!!?,1
?? ??? ???? ?????? ???? ???? ??? ???? ???????? ??????????,1
"????? ???? ????????????? ??? ????? ??? ????? ??? ????? ?????? ????? ??? ,?? ????? ??? ??????? ???? ,????? ???? ??? ??????? ,???? ????? ????? ,????? ???? ??? ,????? ?????? ????? ?? ???????? ????? ?? ????? ??? ????? ??,",0
"??????????????? ?????? ? ??????? ?? ???????????? ?? ???????? ?????? ??? ??? ?????, ?????? ???? ?????? ?????? ???, ?????? ???? ???? ???? ???, ??? ???? ??????? ????? ????? ???? ??????",0
"??? ?? ??????? ?????, ????? ????? ???? ????? ???? ??????? ????? ??? ?????? ??? ???????? ??? ?????? ???? ???? ?? ??? ?? ????? ????? ??? ????? ????",0
?????? ????????????? ???? ??? ???? ??? ?? ???? ?????? ???? ???? ??? ??? ????? ?????? ??????? ????? ???? ???? ???? ????? ???? ?????? ???????,0
"????, ?????? ? ????? ??????? ?????? ??????? ?? ????...",0
????? ????? ????? -???? ????? ????? ????? - ???? ---- ???? ?????,0
"??? ?? ????? ??? ???? ???? ????? ????? ?? ?????? ??? ????! ??????? ???? ??????? ????? ??????? ??? ???? ??????? ???? ?????,???? ???? ???? ????? ?????? ?????? ???? ?????? ?????! ????? ?????? ?????? ????? ??????? ???????? ??????, ???? ????? ????????? ????? ?? ????? ??! ???? ?????? ????? ??????? ??????? ???? ??????? ?????? ????????, ???? ? ???? ????????? ?????? ????? ???? ??????? ????? ???? ??! ?? ???? ??????? ?????? ????? ??????? ????!!! ??????? ?????? ????? ????? ???? ?????? ??? ??? ????? ???? ????,?????? ???? ???????!! ?? ??? ?????? ??????? ??? ??? ????????? ??? ????? ???? ?? ????? ????? ???? ?? ??? ??????,????? ??? ??????? ??? ??? ???? ??? ???! ???? ????? ?? ??? ?????? ???? ?????? ????? ???? ??????? ?? ?? ???? ??, ??? ??? ?????? ????? ????? ????? ??? ?? ??????? ???? ?????? ?? ??? ?????? ?????",0
"????? ????? ?????? ?????? ???????? ??????????? ??????????? '???? ????? ??? ???? ???? ???????, '???? ????? ??? ???? ???? ???????' ??? ??? ????? ?????? ???? ???? ??? ??? ??? ????? ???????? ??? ??? ?? ? ????? ?????? ???? ???? ???? ???? ???? ???????? ?????? ?????? ??????? ????????? ??? ??? ???? ???????? ???? ?????????? ???? ????? ????? ?????? ?????? ?? ???? ???, ????? ???? ??, ????? ???? ??, ????? ????? ???? ??? ??? ?????? ??? ???? ?????????????? ???? ?????? ?? ???? ????????? ??????? ???? ?????????? ? ??????? ?????!!",0
??????? ?? ????? ????? ?????/?????????? ??????? ???????? ???? ????? ????? ????? ???,0
????? ??? ?????? ???? ?? ????? ????? ???? ? ???? ???? ?????? ??? ?????? ??????,0
???????? ????? ???,1
????? ?? ??? ?????????? ???? ???? ??? ?????,1
?????????? ?????????? ??? ?? ??????? ????? ??????? ????? ??? ?????? ?? ???? ????? ??????? ??????? ????? ????? ????? ???? ????? ??? ??????? ??????? ??? ???????? ??????,0
???? ?? ????????? ??????? ?????!,0
?? ???? ?? ???? ????? ??????????? ???? ??? ??? ??????? ??? ???? ????? ????,0
"""???????"" ????? ??? ????? ??? ????? ???? ????? ?????? ????? ????????? ???????? ???? ?? ????? ???????? ??? ???? ??? ??? ???? ????",0
????? ???????? ???? ???? ?? ??? ??????? ??? ?????????????,0
????? ??? ????? ??? ????? ???? ??? ??? ?????,0
"?????? ???? ???? ????? ????? ???? ???? ??????? ?????? ????? ??????????? ??? ???? ?? ???; ?????????? ??????? ?????? ??? ????? ??????? ???? ??????? ?????? ?????? ???? ??????? ?????, ??? ?????? ?????? ?? ?? ???? ??? ???",0
"?????? ???? ??? ?? ??????? ,????? ???? ??? ???? ????? ???? ????? ?????? ??? ??? ?? ???? ??????? ??????? ??? ??? ?????? ?? ????",0
"???? ???? ?????, ?????? ???? ???? ???? ?????? ???????? ???? ????? ????????? ?? ?????? ????",0
?????? ???? ??? ??? ?????? ?? ???? ????? ??? ????? ??? ???? ???? ?????????????? ??? ??????? ????? ????? ???????? ?? ??????? ????? ???? ???? ??? ??? ???? ????? ???,0
???? ????? ???? ?? ????? ???? ????? ???? ??? ??????? ???? ??? ????? ??????????? ?? ????? ????? ?????..??? ?????? ?? ???? ?????? ?????? ????? ??????,0
?????? ??????? ? ??????? ???? ????,1
"'????' ?????? ???? ???? ???? ??? ??? ???? ??????? ???? ????????? ?????? ??????? ??? ??? ??????? ???? ????????? ???????? ???????? ??? ????????, ???? ?? '????' ??? ?????? ???? ????? ???????? ??????? ?????? ???? ????? ?? ???? ?? ???????????? ?????? ?????????????? ???? ?????????? ??????? ??? ??? ??? ????? ??? ???? ?? ??? ???????? ?????????????? ???? ??????? ???????? ????? ??? ????, ????? ??????? ??, ????? ???????? ???? ???? ??? ???? ????????? ???? ????????????? ?? ???? ?????? ???????? ????? ????????? ??? ???? ????????? ??? ???? ???? ?????? ??????? ?????????? ???? ????????? ??? ????? ???? ?? ?? ?? ???? ????? ?? ???? ?????? ?? ????????? ?????? ??? ???? ???? ???? ?????? ??????????? ????? ???? ????? ?????? ??? ?? ??????????? ??? ????? ????? ???? ??? ????? ???? ???? ??????? ?? ????? ??? ??? ???? ?????? ???? ?? ??? ????? ???? ????? ???? ???? ????????? ????? ???? ????? ?????? ??? ??? ???? ??? ??? ???? ????? ???????? ??????? ????? ????? ???????? ??? ???????? ?? ??? ???? ????? ??????? ????? ???? ????? ?? ??? ?? ???? ??? ??? ?? ???? ????? ??? ????? ????? ???? ????",0
?????? ??? ?????? ?????,1
?? ??? ?? ???? ??? ??? ?????? ??? ?????? ???? ????? ?? ?? ?????,0
"???? ??? ????????????, ????????",1
"?? ???? ???????? ????? ??? ???????, ???? ?????",0
???? ?????? ??? ??????,0
"??? ???? ????????? ????? ????????? ????????? ?????? '???????' ??????? ?????; ???-?????????? '????' ?????--????? ?? ????????????? ???????? ???? ? ??? ???? ?????? ??????? ?????? ???? ????? ????? ????? ?????! ?? ??????? ?? ??????????? ???????? ?????? ?? ????? ????? ???? ??? ???, ??????????? ?????? ??????????? ???????? ?? ???? ???????????? ????????? ???????? ? ????? ???????? ???????? ?? ???????? ???????",0
"??? ???????, ?????? ??? ?????? ?? ?? ????? ??? ???? ???? ??? ??? ?????? ???????",0
????? ???? ?? ????? ??????? ??????????? ??????????? ??????? ?????????? ??????? ???????????? ????????????? ?????? ???? ?????? ?????? ? ?????? ???? ????? ?????? ????? ???? ?? ????? ???????? ???????????? ????? ??? ???? ????? ???????? ???????????? ??? ???? ??? ????? ??????,1
????? ???? ?? ????????? ??????? ???? ????? ???? ???? ???? ??? ??? ??? ????,0
??? ??? ?? ????? ??? ?????? ???????? ??? ?? ??????? ????,0
????? ??? ?????? ??????? ?? ? ????,0
???? ??? ??? ???? ????? ????? ????? ?? ?????? ????? ???????? ???? ??????,0
????? ??? ??? ???? ???? ?? ??? ?????? ??????? ???? ??? ?? ???? ????? ??? ????? ??? ??? ???? ???? ??? ???? ?????? ???? ?????? ???????? ???? ??????,1
??? ???? ????? ???!??????? ?? ??? ??????????,1
?????? ??? ???? ???? ?? ????!,1
???? ??????? ???????? ??? ????? ???????? ???? ??????? ??? ????? ?-? ???? ?????? ???? ??????? ?????? ????? ??? ?? ??? ?? ??? ?????? ?????????? ?????? ???? ????????? ??? ???? ????? ?????? ?????????? ?????? ???????? ?????? ?-? ????? ???? ??????? ???? ?????????? ?????? ?????? ???????? ???? ???? ??????? ???? ??? ?? ??????? ???? ??? ??????? ????? ??????? ????? ?????? ????? ??????????? ???? ?????? ??? ??????? ??????? ?????? ??????? ??? ???????? ??????? ?????? ??? ????? ??? ?????? ??? ??,0
???? ????????? ? ???? ?????? ?????? ?? ?????? ?? ??? ?????????? ?? ??????? ??????? ??????,0
"????? ?????? ???????? ???? ???? ???? ??? - ?????? ???? ???????????? ???????? ????? ???? ??? ????? ?? ?????, ??? ?? ????? ????? ??? ?? ?????? ?????????- ?? ??? ????? ???? ???????? ???? ????? ?? ?? ?????? ??????? ??? ?? ????????, ???? ????? ???? ????? ?-? ??? ??? ???? ?????? ?????? ????? ?? ?-? ??? ??? ??? :) ???????, ???? ???? ???????? <3",0
???? ???? ????? ??????? ????.......,1
"????????? ????????? ??????? ??????? ?? ??? ??????? ?????? ????????...????? ???? ? ?????? ????? ????? ???? ?????? ??????? ?? ???????????? ?????? ????? ??, ..?????????? ????????? ?????????? ?? ???????.",0
"???? ????? ??????, ???? ??????? ???? ????? ???? ??????????? ??? ????? ??? ?????? ????????? ???? ?? ???? ??? ?? ????? ??, ????????? ?????-? ?? ????? ?????/=?",1
???? ?????..,1
"?????, ????? ??????? ?????? ?????? ???? ?????? ?????? ???????? ????????, ????? ?? ?????? ????? ????? ??? ???? ????? ???????? ????? ???? ?????? ??? ???? ????, ?????? ???????????, ?+ ??????? ?????? ??? ??? ??? ????????? ?? ??? ???? ?? ?? ???? ???? ??? ???????? ?????? ?? ????? ????? ?? ???? ?? ????? ????? ???? ????? ?? ?? ????? ???? ????? ???? ????? ?-? ???? ???? ????????? ???? ???? ????? ?? ????? ??? ???? ? ???? ???? ???? ???? ??? ???? ?????? ???? ???? ?? ????? ???? ???? ???? ????? ??? ??????, ???? ??? ?? ????? ??? ???? ??????, ????? ??? ?? ???? ????? ????????? ??? ?????, ?????? ????????? ????????? ??? ???? ????????? ??? ?? ????????? ??????? ???????? ????? ???????? ????? ??????? ?-? ???? ??? ??-?? ????? ????? ??????? ???? ?????? ?????? ??????? ??????? ?????? ???? ?????? ?????? ???? ??, ?????? ???????? ???????? ????? ????????? ???????? ???? ???????? ?????????? ???? ??? ???? ?? ???? ???? ??????????? ?? ??? ???? ???????? ??? ??? = ?-?.? ??? ???? ????????? ?????? ???? ?? ???????? ??????????? ????????? ???????? ????? ???? ????? ????? ???? ?????? ?????, ?????? ???? ??????? ??????? ??? ??????? ??? ????",0
????? ???? ????? ???? ??? ??? ???? ?????,0
????? ????? ???? ?????? ????? ???? ????? ??? ?? ?????? ?????? ?????? ??? ????,1
"????? ??? ??? ?????? ??? ??? ?? ??? ???????? ???,,,,,?? ????? ?? hsc ?? ???? ???? ?????????? ???? ??? ?? ?????????????.? ??? ?????? ????? ? ?????? ??? ??,,, ??? ???????? ?? ???????",0
"""?? ?? ??? ???"" ???? ?????? ???? ????? ???? ???? ????? ??? ??? ???? ???? ???? ???? ???? ????? ?????? ??? ???? ?????? ?? ????? ???? ??? ??? ??? ??????? ???, ????????????? ???? ???, ????????? ???, ??????? ????? ???, ?????? ???? ????? ???? ??? ?? ?????? ??????? ????? ?????????????? ????? ???? ????????? ?????? ????? ???? ???? ?????? ??? ????? ???? ??? ?????? ?? ???? ???? ????????? ?? ?????? ???? ??????? ???? ??????? ???? ?? ?? ??? ???? ????? ????!",0
"???? ????? ???????? ?????? ????? ??????? ???? ?? ?? ??? ??? ?????? ???? ??? ?? ??? ??????? ???? ???? ?? ?? ????? ???? ??? ????????? ???? ????? ???????? ?? ??? ????? ??????, ?? ????? ???????? ???? ???? ????? ???? ??? ????? ???????! ?? ??????? ?????? ???? ?????, ?????? ???? ????, ???? ????????? ??? ???? ?????? ??? ???? ???????? ???? ??????",0
?????? ???? ????!! ??? ?????? ?????!,1
"????? ?? ???? ??? ??????!!??? ???? ???? ????? ????? ????? ????? ???, ??????? ??? ??????? ???????!!?????? ???? ????? ?? ???.??.?? ?????????? ???? ??? ??????? ?????? ?????????? ?? ????? ??? ?????? ??? ???,????? ?????? ?????,?????,????, ???? ????? ?? ???????????? ??? ?????? ?????? ????? ???? ?? ????? ????? ????????????? ? ??? ????? ??? ??,??? ??????? ?? ??? ????? ???????? ??? ?????? ????????? ????????? ? ???? ?????? ????? ???? ???? ????...",0
????? ????? ???? ?????? ?? ?? ??? ??? ???,0
??????? ????? ??????? ???????????? ???? ??? ???? ?????????? ??????????? ??? ?????????? ??????? ????? ???????????? ?? ???? ???? ?????,0
????? ???? ??? ??? ?????? ????? ??? ??? ???? ????? ???? ?????? ????? ??? ??? ????? ????,0
"???? ?????? ???? ????? ??????? ?????????? ?????? ????? ?????? ??????? ?????? ??????? ????? ???? ??? ???????? ????? ?????? ???? ???????? ????? ????? ??? ???? ??????? ?????????? ?? ???? ????? ???? ??????? ?????? ????? ?????? ??? ????? ????????? ??? ?? ??? ???????? ????????????? ???? ???? ????? ????? ???????? ???? ????????? ???????????? ????? ????? ???????? ????? ?????????????? ??? ?????, ?? ?? ????!???? ?????? ?? ???????? ??? ??? ??? ?????Vomiting is the best solution????? ???? ??? ???????????? ?????",0
"????? ???? ????....?? ??? ?????? ?????? ?? ???? ?????? ?????? ???? ??...??? ?? ????...????? ???? ???? ??? ???,?????,????? ????? ?? ???? ?? ???????? ????? ???...???? ???? ??? ??? ???? ????....?? ???? ? ???? ??? ?? ??....?????? ???? ???? ?? ????? ?????? ???? ??? ???....Hons ?????? ??? ???,?????? ?????? ??? ?? ????....???? ?? ???? ?????? ?????.. ???????? ?????? ?????? ???? ?? ???? ??? ????? ????????? ??? ??? ?????",0
"????? ??????? ??% ????????? ???????? ??? ???????????? ?????? ???????? ????? ?????? ???? ?? ???? ??????? ????? ?????? ???? ????? ??? ?? ???? ????????? ???? ????? ??? ????,???????? ???? ???? ??? ????,???????? ??? ??? ????,???? ???? ????? ???? ???? ?? ????,,??? ?? ????? ????? ? ???????? ????????",0
??????? ?????? ?????,0
???? ????? ????? ?????? ??????? ???? ??????? ????? ??????? ??? ???????? ??????? ????? ?? ??? ?? ??? ??????? ???? ?????????????? ????? ??????? ??? ???? ??????? ???? ???????? ????? ??????? ???? ????,1
"???? ???? ???????, ?????? ????????? ???????? ????? ??????? ???????? ????????? ???????? ????? ??????? ????????? ?? ??? ?????? ???? ?????(?????) ??????? ??????? ??? ?????",0
??????????? ???????? ???? ??????? ????? ?? ????? ?????? ????,0
"????? ?????? ?????? ??????? ???,????? ???? ??????? ?? ???",0
???? ??? ?? ???? ???????? ????! ???? ?????? ??? ??? ?????,0
"???? ????? ?????, ???? ???? ?????? ???? ?????? ??? ??? ???? ??????? ?????? ??? ???? ??? ??????????? ?????????? ????, ??????? ???????? ????? ????? ??? ?????? ????? ???? ????? ??? ??????? ??? ?? ?????? ??? ????? ??? ??? ????? ????????????? ???? ?????????? ????? ??? ???? ??????? ?? ????????????????? ???? ??? ??? ???? ???? ???? ???? ????????? ???? ????????? ??????? ???? ???? ????? ??, ???? ??? ?? ????? ????? ????? ???? ?????? ?????????? ??? ????????? ?? ????????? ????? ???? ???? ??? ?????????, ???????? ??????, ??????????? ?????????? ???? ??? ???? ??????? ?????? ?? ???????????? ?????????? ???? ??? ???? :)",0
?????? ????? ?? ????????? ???? ????? ??????????,1
"???? ???????! ????? ??? ?? ??? ???? ???? ?????? ???? ?? ????? ??? ??, ??? ???? ???? ???????? ??? ????? ?????? ??? ????! ??? ???? ????????? ???? ???? ??? ???, ?? ??? ???????? ????? ??? ????? ??? ???? ??????? ??? ?? ??????? ???? ???? ???? ?????? ?????? ???? ??????? ???? ???? ???? ????? ????? ??????? ????? ???? ??? ???? ?????? ???? ????? ???? ????????? ????? ????, ????? ????? ?????? ???????? ?? ???? ???????? ??????",0
???? ??????? ?????? ???? ?????????? ?????? ??????????? ?????????? ???? ??????,0
